year,point,start_depth,end_depth,lon,lat,dry_weight,soc,field
2020,16,0,12,-88.02682749,39.92558611,167.3,2.48,ICG-Field-4
2020,6,0,12,-88.02612546,39.92559233,196.3,3.07,ICG-Field-4
2020,1,0,12,-88.02554043,39.9255975,293.4,1.93,ICG-Field-4
2020,20,0,12,-88.02354999,39.92552499,234.6,2.32,ICG-Field-4
2020,21,0,12,-88.02319897,39.92552809,213.9,1.98,ICG-Field-4
2020,17,0,12,-88.02308465,39.92570929,201.1,2.46,ICG-Field-4
2020,12,0,12,-88.0228493,39.92562127,223.7,2.11,ICG-Field-4
2020,18,0,12,-88.02179759,39.92572064,192.3,1.94,ICG-Field-4
2020,8,0,12,-88.02097587,39.92554769,173.8,2.68,ICG-Field-4
2020,3,0,12,-88.0196888,39.92555902,268.7,2.84,ICG-Field-4
2020,11,0,12,-88.01992683,39.92582721,200.2,2.12,ICG-Field-4
2020,14,0,12,-88.01981918,39.92645884,199.5,2.07,ICG-Field-4
2020,10,0,12,-88.02086555,39.92599914,182.2,2.45,ICG-Field-4
2020,7,0,12,-88.02098524,39.92617828,222.9,2.13,ICG-Field-4
2020,9,0,12,-88.02157027,39.92617313,131.7,2.72,ICG-Field-4
2020,5,0,12,-88.02215664,39.92625806,219.4,1.82,ICG-Field-4
2020,15,0,12,-88.02449544,39.92614732,186.4,2.49,ICG-Field-4
2020,19,0,12,-88.02460707,39.92578595,188.1,2.32,ICG-Field-4
2020,4,0,12,-88.02472542,39.925875,212.7,2.72,ICG-Field-4
2020,2,0,12,-88.02507644,39.92587189,169.7,2.59,ICG-Field-4
2020,22,0,12,-88.02601787,39.92622395,197,2.46,ICG-Field-4
2020,13,0,12,-88.02636485,39.92595059,231.8,2.56,ICG-Field-4
